"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","warning","scramble_no_response","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_memory","","html-keyboard-response","2356","3077565","0.0-6.0-78.0-3.0","24","25736","female","null","","","","null","","76","","","3076150","1","","","","","","1400","262100","1415","268164","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2357","3077636","0.0-6.0-79.0-0.0","24","25736","female","55","","","","68","","77","","","3077565","1","","","","0","","55","263500","71","269579","","","","","","","","","","","E","0","","","","2500","4","43","28","objects","body_parts","Stimuli/Experimental_stims/objects/jonathan-greenaway-Y4hGgeiFn3s-unsplash.jpg","Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2358","3079094","0.0-6.0-79.0-1.0-0.0","24","25736","female","null","","","","null","","77","","","3077636","1","","","","","","1445","263555","1458","269650","1445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2359","3081609","0.0-6.0-79.0-3.0","24","25736","female","null","","","","null","","77","","","3079094","1","","","","","","2500","265000","2515","271108","2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2360","3081746","0.0-6.0-80.0-0.0","24","25736","female","117","","","","75","","78","","","3081609","1","","","","0","","117","267500","137","273623","","","","","","","","","","","G","0","","","","1300","4","36","7","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/petr-vysohlid-9fqwGqGLUxc-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2361","3083270","0.0-6.0-80.0-1.0-0.0","24","25736","female","null","","","","null","","78","","","3081746","1","","","","","","1383","267617","1524","273760","1383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2362","3084600","0.0-6.0-80.0-3.0","24","25736","female","null","","","","null","","78","","","3083270","1","","","","","","1300","269000","1330","275284","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2363","3084647","0.0-6.0-81.0-0.0","24","25736","female","30","","","","68","","79","","","3084600","1","","","","0","","30","270300","47","276614","","","","","","","","","","","","0","","","","1100","4","46","17","objects","faces","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","1","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2364","3086137","0.0-6.0-81.0-1.0-0.0","24","25736","female","null","","","","null","","79","","","3084647","1","","","","","","1470","270330","1490","276661","1470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2365","3087285","0.0-6.0-81.0-3.0","24","25736","female","null","","","","null","","79","","","3086137","1","","","","","","1100","271800","1148","278151","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2366","3087416","0.0-6.0-82.0-0.0","24","25736","female","108","","","","68","","80","","","3087285","1","","","","0","","108","272900","131","279299","","","","","","","","","","","B","0","","","","1100","4","0","17","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2367","3088850","0.0-6.0-82.0-1.0-0.0","24","25736","female","null","","","","null","","80","","","3087416","1","","","","","","1392","273008","1434","279430","1392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2368","3089983","0.0-6.0-82.0-3.0","24","25736","female","null","","","","null","","80","","","3088850","1","","","","","","1100","274400","1133","280864","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2369","3090048","0.0-6.0-83.0-0.0","24","25736","female","53","","","","68","","81","","","3089983","1","","","","0","","53","275500","65","281997","","","","","","","","","","","","0","","","","2200","4","23","40","faces","objects","Stimuli/Experimental_stims/faces/rikonavt-HQjfrvdTfak-unsplash.jpg","Stimuli/Experimental_stims/objects/fabian-blank-pElSkGRA2NU-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2370","3091513","0.0-6.0-83.0-1.0-0.0","24","25736","female","null","","","","null","","81","","","3090048","1","","","","","","1447","275553","1465","282062","1447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2371","3093738","0.0-6.0-83.0-3.0","24","25736","female","null","","","","null","","81","","","3091513","1","","","","","","2200","277000","2225","283527","2200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2372","3093755","0.0-6.0-84.0-0.0","24","25736","female","1","","","","68","","82","","","3093738","1","","","","0","","1","279200","17","285752","","","","","","","","","","","C","0","","","","1300","4","10","31","outdoor_scenes","body_parts","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","Stimuli/Experimental_stims/body_parts/sincerely-media-VN6DbKajo5s-unsplash.jpg","","","","","","","","","","","","","","","","1","1","intact","1","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2373","3095339","0.0-6.0-84.0-1.0-0.0","24","25736","female","null","","","","null","","82","","","3093755","1","","","","","","1499","279201","1584","285769","1499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2374","3096665","0.0-6.0-84.0-3.0","24","25736","female","null","","","","null","","82","","","3095339","1","","","","","","1300","280700","1326","287353","1300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2375","3096881","0.0-6.0-85.0-0.0","24","25736","female","203","","","","75","","83","","","3096665","1","","","","0","","203","282000","216","288679","","","","","","","","","","","","0","","","","2300","4","42","12","objects","faces","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","0","1","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2376","3098194","0.0-6.0-85.0-1.0-0.0","24","25736","female","null","","","","null","","83","","","3096881","1","","","","","","1297","282203","1313","288895","1297","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2377","3100518","0.0-6.0-85.0-3.0","24","25736","female","null","","","","null","","83","","","3098194","1","","","","","","2300","283500","2324","290208","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2378","3100592","0.0-6.0-86.0-0.0","24","25736","female","50","","","","75","","84","","","3100518","1","","","","0","","50","285800","74","292532","","","","","","","","","","","F","0","","","","1700","4","14","27","faces","body_parts","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2379","3102067","0.0-6.0-86.0-1.0-0.0","24","25736","female","null","","","","null","","84","","","3100592","1","","","","","","1450","285850","1475","292606","1450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2380","3103797","0.0-6.0-86.0-3.0","24","25736","female","null","","","","null","","84","","","3102067","1","","","","","","1700","287300","1730","294081","1700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2381","3103822","0.0-6.0-87.0-0.0","24","25736","female","1","","","","68","","85","","","3103797","1","","","","0","","1","289000","25","295811","","","","","","","","","","","","0","","","","2800","4","14","10","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg","","","","","","","","","","","","","","","","0","0","recombined","1","0","","","","","","","","","",""
"","memory_confirmation_trial","","html-keyboard-response","2382","3105342","0.0-6.0-87.0-1.0-0.0","24","25736","female","null","","","","null","","85","","","3103822","1","","","","","","1499","289001","1520","295836","1499","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_memory","","html-keyboard-response","2383","3108169","0.0-6.0-87.0-3.0","24","25736","female","null","","","","null","","85","","","3105342","1","","","","","","2800","290500","2827","297356","2800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","memory","","html-keyboard-response","2384","3108236","0.0-6.0-88.0-0.0","24","25736","female","52","","","","75","","86","","","3108169","1","","","","0","","52","293300","67","300183","","","","","","","","","","","D","0","","","","2200","4","37","22","objects","faces","Stimuli/Experimental_stims/objects/alexander-andrews-VLGWE_SumrA-unsplash.jpg","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","","","","","","","","","","","","","","","","0","1","intact","0","0","","","","","","","","","",""
