"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","missed_checkup","start_time_elapsed","run","task","isi","is_odd_ball","no_response","acc","duration","onset","duration_time_elapsed","onset_time_elapsed","trial_duration","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","scramble_acc","stimulus_id","item_id","outcome","response_rt","deliberation_reward_tally","choice_type","gain_left","left_item_id","right_item_id","warning","higher_outcome_chosen","chosen_left","old_pair","pair_type","old_response","pair_acc","reward_type","outcome_response","outcome_rt","outcome_acc","category","choice","deliberated_stim","old_rating","new_rating","total_reward_tally"
"","iti_final_decisions","","html-keyboard-response","1293","1835895","0.0-5.0-18.0-3.0","33","21859","Female","null","","","","null","","16","","","","1834067","1","","","","","","1800","34176","1828","35386","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1294","1835953","0.0-5.0-19.0-0.0","33","21859","Female","43","","","","68","","17","","","","1835895","1","","","","0","","43","35976","58","37214","","1","3","15","outdoor_scenes","faces","","","","","","0","","","","1900","1","3","15","outdoor_scenes","faces","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg","80","75","","","","","","","unchosen","0","no_gain1","gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1295","1836479","0.0-5.0-19.0-1.0-0.0","33","21859","Female","null","","","","null","","17","","","","1835953","1","","","","","","500","36019","526","37272","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1296","1838398","0.0-5.0-19.0-3.0","33","21859","Female","null","","","","null","","17","","","","1836479","1","","","","","","1900","36519","1919","37798","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1297","1838619","0.0-5.0-20.0-0.0","33","21859","Female","206","","","","75","","18","","","","1838398","1","","","","0","","206","38419","221","39717","","0","25","13","body_parts","faces","","","","","","0","","","","1100","1","13","25","faces","body_parts","Stimuli/Experimental_stims/faces/daniel-rigdon-dXmXKPP2L4E-unsplash.jpg","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","75","72","","","","","","","unchosen","0","no_gain6","gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1298","1839261","0.0-5.0-20.0-1.0-0.0","33","21859","Female","null","","","","null","","18","","","","1838619","1","","","","","","500","38625","642","39938","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1299","1840403","0.0-5.0-20.0-3.0","33","21859","Female","null","","","","null","","18","","","","1839261","1","","","","","","1100","39125","1142","40580","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1300","1840702","0.0-5.0-21.0-0.0","33","21859","Female","285","","","","75","","19","","","","1840403","1","","","","0","","285","40225","299","41722","","0","36","27","objects","body_parts","","","","","","0","","","","1200","1","27","36","body_parts","objects","Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","82","80","","","","","","","chosen","0","no_gain2","gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1301","1841280","0.0-5.0-21.0-1.0-0.0","33","21859","Female","null","","","","null","","19","","","","1840702","1","","","","","","500","40510","578","42021","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1302","1842502","0.0-5.0-21.0-3.0","33","21859","Female","null","","","","null","","19","","","","1841280","1","","","","","","1200","41010","1222","42599","1200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1303","1842554","0.0-5.0-22.0-0.0","33","21859","Female","37","","","","68","","20","","","","1842502","1","","","","0","","37","42210","52","43821","","1","25","38","body_parts","objects","","","","","","0","","","","1400","1","25","38","body_parts","objects","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","Stimuli/Experimental_stims/objects/art-lasovsky-8XddFc6NkBY-unsplash.jpg","72","39","","","","","","","unchosen","1","gain4","no_gain4","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1304","1843082","0.0-5.0-22.0-1.0-0.0","33","21859","Female","null","","","","null","","20","","","","1842554","1","","","","","","500","42247","528","43873","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1305","1844516","0.0-5.0-22.0-3.0","33","21859","Female","null","","","","null","","20","","","","1843082","1","","","","","","1400","42747","1434","44401","1400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1306","1844579","0.0-5.0-23.0-0.0","33","21859","Female","48","","","","68","","21","","","","1844516","1","","","","0","","48","44147","63","45835","","1","6","47","outdoor_scenes","objects","","","","","","0","","","","1100","1","6","47","outdoor_scenes","objects","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","Stimuli/Experimental_stims/objects/ronaldo-arthur-vidal-Cdz_lvnl37k-unsplash.jpg","35","70","","","","","","","chosen","0","no_gain4","gain3","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1307","1845136","0.0-5.0-23.0-1.0-0.0","33","21859","Female","null","","","","null","","21","","","","1844579","1","","","","","","500","44195","557","45898","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1308","1846259","0.0-5.0-23.0-3.0","33","21859","Female","null","","","","null","","21","","","","1845136","1","","","","","","1100","44695","1123","46455","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1309","1846280","0.0-5.0-24.0-0.0","33","21859","Female","6","","","","68","","22","","","","1846259","1","","","","0","","6","45795","21","47578","","1","22","46","faces","objects","","","","","","0","","","","1500","1","22","46","faces","objects","Stimuli/Experimental_stims/faces/ravi-patel-VMGAbeeJTKo-unsplash.jpg","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","64","68","","","","","","","unchosen","0","no_gain3","gain5","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1310","1846806","0.0-5.0-24.0-1.0-0.0","33","21859","Female","null","","","","null","","22","","","","1846280","1","","","","","","500","45801","526","47599","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1311","1848319","0.0-5.0-24.0-3.0","33","21859","Female","null","","","","null","","22","","","","1846806","1","","","","","","1500","46301","1513","48125","1500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1312","1848536","0.0-5.0-25.0-0.0","33","21859","Female","200","","","","68","","23","","","","1848319","1","","","","0","","200","47801","217","49638","","1","36","11","objects","outdoor_scenes","","","","","","0","","","","1600","1","36","11","objects","outdoor_scenes","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","80","91","","","","","","","chosen","1","gain1","no_gain3","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1313","1849088","0.0-5.0-25.0-1.0-0.0","33","21859","Female","null","","","","null","","23","","","","1848536","1","","","","","","500","48001","552","49855","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1314","1850749","0.0-5.0-25.0-3.0","33","21859","Female","null","","","","null","","23","","","","1849088","1","","","","","","1600","48501","1661","50407","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1315","1850864","0.0-5.0-26.0-0.0","33","21859","Female","102","","","","68","","24","","","","1850749","1","","","","0","","102","50101","115","52068","","1","14","3","faces","outdoor_scenes","","","","","","0","","","","3000","1","14","3","faces","outdoor_scenes","Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","28","80","","","","","","","unchosen","1","gain2","no_gain1","","1","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1316","1851568","0.0-5.0-26.0-1.0-0.0","33","21859","Female","null","","","","null","","24","","","","1850864","1","","","","","","500","50203","704","52183","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1317","1854589","0.0-5.0-26.0-3.0","33","21859","Female","null","","","","null","","24","","","","1851568","1","","","","","","3000","50703","3021","52887","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","final_decisions","","html-keyboard-response","1318","1854645","0.0-5.0-27.0-0.0","33","21859","Female","35","","","","75","","25","","","","1854589","1","","","","0","","35","53703","56","55908","","0","6","30","outdoor_scenes","body_parts","","","","","","0","","","","1600","1","30","6","body_parts","outdoor_scenes","Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","45","35","","","","","","","chosen","1","gain6","no_gain4","","0","","","","","","","","","","","","","","",""
"","final_decisions_confirmation","","html-keyboard-response","1319","1855201","0.0-5.0-27.0-1.0-0.0","33","21859","Female","null","","","","null","","25","","","","1854645","1","","","","","","500","53738","556","55964","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_final_decisions","","html-keyboard-response","1320","1856849","0.0-5.0-27.0-3.0","33","21859","Female","null","","","","null","","25","","","","1855201","1","","","","","","1600","54238","1648","56520","1600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
